Warsaw;1 122 000 zł;Prywatne;Cena za m²: 17000 zł/m²;Poziom: 5;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 66 m²;Liczba pokoi: 3 pokoje
Warsaw;695 000 zł;Prywatne;Cena za m²: 15795.45 zł/m²;Poziom: 3;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Apartamentowiec;Powierzchnia: 44 m²;Liczba pokoi: 2 pokoje
Warsaw;485 000 zł;Prywatne;Cena za m²: 11658.65 zł/m²;Poziom: 6;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 41,60 m²;Liczba pokoi: 2 pokoje
Warsaw;650 000 zł;Firmowe;Cena za m²: 13000 zł/m²;Poziom: 1;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 50 m²;Liczba pokoi: 2 pokoje
Warsaw;640 000 zł;Firmowe;Cena za m²: 5936.92 zł/m²;Poziom: 3;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 107,80 m²;Liczba pokoi: 4 i więcej
Warsaw;683 000 zł;Prywatne;Cena za m²: 11315.44 zł/m²;Poziom: 1;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 60,36 m²;Liczba pokoi: 3 pokoje
Warsaw;888 000 zł;Firmowe;Cena za m²: 17411.76 zł/m²;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 51 m²;Liczba pokoi: 2 pokoje
Warsaw;490 000 zł;Firmowe;Cena za m²: 14202.9 zł/m²;Poziom: 3;Umeblowane: Nie;Rynek: Pierwotny;Rodzaj zabudowy: Blok;Powierzchnia: 34,50 m²;Liczba pokoi: 1 pokój
Warsaw;674 000 zł;Prywatne;Cena za m²: 14977.78 zł/m²;Poziom: Powyżej 10;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 45 m²;Liczba pokoi: 2 pokoje
Warsaw;549 000 zł;Firmowe;Cena za m²: 14447.37 zł/m²;Poziom: 10;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 38 m²;Liczba pokoi: 2 pokoje
Warsaw;700 000 zł;Prywatne;Cena za m²: 15909.09 zł/m²;Poziom: 8;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 44 m²;Liczba pokoi: 2 pokoje
Warsaw;405 000 zł;Prywatne;Cena za m²: 10384.62 zł/m²;Poziom: 10;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 39 m²;Liczba pokoi: 2 pokoje
Warsaw;362 000 zł;Firmowe;Cena za m²: 12482.76 zł/m²;Poziom: 2;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 29 m²;Liczba pokoi: 1 pokój
Warsaw;589 000 zł;Firmowe;Cena za m²: 17848.48 zł/m²;Poziom: 5;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 33 m²;Liczba pokoi: 2 pokoje
Warsaw;640 000 zł;Prywatne;Cena za m²: 17534.25 zł/m²;Poziom: 7;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Apartamentowiec;Powierzchnia: 36,50 m²;Liczba pokoi: 2 pokoje
Warsaw;735 000 zł;Prywatne;Cena za m²: 17093.02 zł/m²;Poziom: 1;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 43 m²;Liczba pokoi: 2 pokoje
Warsaw;595 000 zł;Prywatne;Cena za m²: 11805.56 zł/m²;Poziom: 3;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Apartamentowiec;Powierzchnia: 50,40 m²;Liczba pokoi: 2 pokoje
Warsaw;1 122 000 zł;Prywatne;Cena za m²: 17000 zł/m²;Poziom: 5;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 66 m²;Liczba pokoi: 3 pokoje
Warsaw;640 000 zł;Firmowe;Cena za m²: 5936.92 zł/m²;Poziom: 3;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 107,80 m²;Liczba pokoi: 4 i więcej
Warsaw;759 000 zł;Firmowe;Cena za m²: 13944.52 zł/m²;Poziom: 3;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 54,43 m²;Liczba pokoi: 2 pokoje
Warsaw;876 750 zł;Prywatne;Cena za m²: 10500 zł/m²;Poziom: 3;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Apartamentowiec;Powierzchnia: 83,50 m²;Liczba pokoi: 3 pokoje
Warsaw;549 000 zł;Firmowe;Cena za m²: 14447.37 zł/m²;Poziom: 10;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 38 m²;Liczba pokoi: 2 pokoje
Warsaw;855 000 zł;Firmowe;Cena za m²: 10933.5 zł/m²;Poziom: 2;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 78,20 m²;Liczba pokoi: 4 i więcej
Warsaw;345 000 zł;Prywatne;Cena za m²: 17250 zł/m²;Poziom: Parter;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 20 m²;Liczba pokoi: 1 pokój
Warsaw;865 000 zł;Prywatne;Cena za m²: 1 zł/m²;Poziom: Parter;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 865 000 m²;Liczba pokoi: 3 pokoje
Warsaw;599 999 zł;Prywatne;Cena za m²: 9599.98 zł/m²;Poziom: 3;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 62,50 m²;Liczba pokoi: 3 pokoje
Warsaw;823 500 zł;Firmowe;Cena za m²: 13500 zł/m²;Poziom: 1;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 61 m²;Liczba pokoi: 3 pokoje
Warsaw;899 000 zł;Prywatne;Cena za m²: 12083.33 zł/m²;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 74,40 m²;Liczba pokoi: 3 pokoje
Warsaw;599 000 zł;Prywatne;Cena za m²: 12854.08 zł/m²;Poziom: 10;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 46,60 m²;Liczba pokoi: 3 pokoje
Warsaw;457 000 zł;Firmowe;Cena za m²: 16925.93 zł/m²;Poziom: 3;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 27 m²;Liczba pokoi: 1 pokój
Warsaw;640 000 zł;Firmowe;Cena za m²: 5936.92 zł/m²;Poziom: 3;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 107,80 m²;Liczba pokoi: 4 i więcej
Warsaw;619 000 zł;Prywatne;Cena za m²: 14633.57 zł/m²;Poziom: 4;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 42,30 m²;Liczba pokoi: 2 pokoje
Warsaw;683 500 zł;Prywatne;Cena za m²: 17525.64 zł/m²;Poziom: 2;Umeblowane: Tak;Rynek: Pierwotny;Rodzaj zabudowy: Apartamentowiec;Powierzchnia: 39 m²;Liczba pokoi: 2 pokoje
Warsaw;930 000 zł;Prywatne;Cena za m²: 11946.05 zł/m²;Poziom: 4;Umeblowane: Nie;Rynek: Pierwotny;Rodzaj zabudowy: Blok;Powierzchnia: 77,85 m²;Liczba pokoi: 3 pokoje
Warsaw;555 000 zł;Prywatne;Cena za m²: 9875.44 zł/m²;Poziom: 4;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 56,20 m²;Liczba pokoi: 3 pokoje
Warsaw;855 000 zł;Prywatne;Cena za m²: 15745.86 zł/m²;Poziom: 7;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 54,30 m²;Liczba pokoi: 3 pokoje
Warsaw;420 000 zł;Prywatne;Cena za m²: 10120.48 zł/m²;Poziom: 1;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 41,50 m²;Liczba pokoi: 2 pokoje
Warsaw;345 000 zł;Prywatne;Cena za m²: 17250 zł/m²;Poziom: Parter;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 20 m²;Liczba pokoi: 1 pokój
Warsaw;589 000 zł;Firmowe;Cena za m²: 17848.48 zł/m²;Poziom: 5;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 33 m²;Liczba pokoi: 2 pokoje
Warsaw;710 000 zł;Firmowe;Cena za m²: 14200 zł/m²;Poziom: 4;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 50 m²;Liczba pokoi: 3 pokoje
Warsaw;549 000 zł;Firmowe;Cena za m²: 21115.38 zł/m²;Poziom: 1;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 26 m²;Liczba pokoi: 1 pokój
Warsaw;620 000 zł;Firmowe;Cena za m²: 11161.12 zł/m²;Poziom: 2;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 55,55 m²;Liczba pokoi: 3 pokoje
Warsaw;497 500 zł;Prywatne;Cena za m²: 19900 zł/m²;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 25 m²;Liczba pokoi: 1 pokój
Warsaw;699 000 zł;Prywatne;Cena za m²: 12393.62 zł/m²;Poziom: 4;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 56,40 m²;Liczba pokoi: 3 pokoje
Warsaw;595 000 zł;Firmowe;Cena za m²: 13522.73 zł/m²;Poziom: 6;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 44 m²;Liczba pokoi: 2 pokoje
Warsaw;699 000 zł;Firmowe;Cena za m²: 11095.24 zł/m²;Poziom: 1;Umeblowane: Tak;Rynek: Pierwotny;Rodzaj zabudowy: Blok;Powierzchnia: 63 m²;Liczba pokoi: 3 pokoje
Warsaw;765 000 zł;Prywatne;Cena za m²: 14119.6 zł/m²;Poziom: 2;Umeblowane: Tak;Rynek: Pierwotny;Rodzaj zabudowy: Blok;Powierzchnia: 54,18 m²;Liczba pokoi: 2 pokoje
Warsaw;525 000 zł;Prywatne;Cena za m²: 13636.36 zł/m²;Poziom: 2;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 38,50 m²;Liczba pokoi: 2 pokoje
Warsaw;570 000 zł;Prywatne;Cena za m²: 12527.47 zł/m²;Poziom: 3;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 45,50 m²;Liczba pokoi: 2 pokoje
Warsaw;930 000 zł;Prywatne;Cena za m²: 11946.05 zł/m²;Poziom: 4;Umeblowane: Nie;Rynek: Pierwotny;Rodzaj zabudowy: Blok;Powierzchnia: 77,85 m²;Liczba pokoi: 3 pokoje
Warsaw;638 000 zł;Prywatne;Cena za m²: 11392.86 zł/m²;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 56 m²;Liczba pokoi: 3 pokoje
Warsaw;430 000 zł;Firmowe;Cena za m²: 7946.78 zł/m²;Poziom: 1;Umeblowane: Nie;Rynek: Pierwotny;Rodzaj zabudowy: Pozostałe;Powierzchnia: 54,11 m²;Liczba pokoi: 2 pokoje
Warsaw;650 000 zł;Prywatne;Cena za m²: 13800.42 zł/m²;Poziom: 2;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 47,10 m²;Liczba pokoi: 4 i więcej
Warsaw;1 890 000 zł;Prywatne;Cena za m²: 18051.58 zł/m²;Poziom: 3;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Apartamentowiec;Powierzchnia: 104,70 m²;Liczba pokoi: 4 i więcej
Warsaw;640 000 zł;Prywatne;Cena za m²: 13325.01 zł/m²;Poziom: 5;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Apartamentowiec;Powierzchnia: 48,03 m²;Liczba pokoi: 2 pokoje
Warsaw;815 000 zł;Prywatne;Cena za m²: 14579.61 zł/m²;Poziom: 4;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Apartamentowiec;Powierzchnia: 55,90 m²;Liczba pokoi: 2 pokoje
Warsaw;390 000 zł;Prywatne;Cena za m²: 12500 zł/m²;Poziom: 5;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 31,20 m²;Liczba pokoi: 2 pokoje
Warsaw;599 000 zł;Firmowe;Cena za m²: 13460.67 zł/m²;Poziom: 4;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 44,50 m²;Liczba pokoi: 2 pokoje
Warsaw;870 000 zł;Prywatne;Cena za m²: 11917.81 zł/m²;Poziom: Parter;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 73 m²;Liczba pokoi: 3 pokoje
Warsaw;1 590 000 zł;Firmowe;Cena za m²: 16224.49 zł/m²;Poziom: 1;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Apartamentowiec;Powierzchnia: 98 m²;Liczba pokoi: 4 i więcej
Warsaw;719 000 zł;Prywatne;Cena za m²: 12614.04 zł/m²;Poziom: Parter;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 57 m²;Liczba pokoi: 3 pokoje
Warsaw;535 000 zł;Prywatne;Cena za m²: 12799.04 zł/m²;Poziom: Parter;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 41,80 m²;Liczba pokoi: 2 pokoje
Warsaw;530 000 zł;Prywatne;Cena za m²: 10642.57 zł/m²;Poziom: 2;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 49,80 m²;Liczba pokoi: 3 pokoje
Warsaw;980 000 zł;Prywatne;Cena za m²: 11395.35 zł/m²;Poziom: 2;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 86 m²;Liczba pokoi: 4 i więcej
Warsaw;485 000 zł;Prywatne;Cena za m²: 11658.65 zł/m²;Poziom: 6;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 41,60 m²;Liczba pokoi: 2 pokoje
Warsaw;625 000 zł;Firmowe;Cena za m²: 10245.9 zł/m²;Poziom: 7;Umeblowane: Nie;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 61 m²;Liczba pokoi: 3 pokoje
Warsaw;399 000 zł;Prywatne;Cena za m²: 15056.6 zł/m²;Poziom: 8;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 26,50 m²;Liczba pokoi: 1 pokój
Warsaw;455 000 zł;Prywatne;Cena za m²: 12037.04 zł/m²;Poziom: 4;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 37,80 m²;Liczba pokoi: 2 pokoje
Warsaw;1 005 000 zł;Prywatne;Cena za m²: 15000 zł/m²;Poziom: Parter;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 67 m²;Liczba pokoi: 3 pokoje
Warsaw;498 240 zł;Prywatne;Cena za m²: 16000 zł/m²;Poziom: 4;Umeblowane: Nie;Rynek: Pierwotny;Rodzaj zabudowy: Blok;Powierzchnia: 31,14 m²;Liczba pokoi: 2 pokoje
Warsaw;639 000 zł;Prywatne;Cena za m²: 16815.79 zł/m²;Poziom: 3;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 38 m²;Liczba pokoi: 2 pokoje
Warsaw;945 000 zł;Prywatne;Cena za m²: 14000 zł/m²;Poziom: 1;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 67,50 m²;Liczba pokoi: 3 pokoje
Warsaw;599 000 zł;Firmowe;Cena za m²: 15763.16 zł/m²;Poziom: Parter;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 38 m²;Liczba pokoi: 3 pokoje
Warsaw;699 000 zł;Prywatne;Cena za m²: 11580.52 zł/m²;Poziom: 1;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Blok;Powierzchnia: 60,36 m²;Liczba pokoi: 3 pokoje
Warsaw;589 000 zł;Firmowe;Cena za m²: 17848.48 zł/m²;Poziom: 5;Umeblowane: Tak;Rynek: Wtórny;Rodzaj zabudowy: Kamienica;Powierzchnia: 33 m²;Liczba pokoi: 2 pokoje
